NAME	TITLE	SCORE	
ENSG00000244167		0.8143841	
PAICSP1		0.8122886	
HLA-DOB		0.8121631	
PYROXD2		0.81109387	
ENSG00000250015		0.8106207	
TTLL10-AS1		0.8103973	
GK-AS1		0.8089785	
GIRGL		0.807953	
ABHD17AP1		0.80710316	
UNC93B5		0.8071027	
ZBTB20-AS1		0.8044038	
RPS15AP5		0.80372256	
ART4		0.80155116	
ZNF705B		0.80110407	
CECR2		0.8007992	
PABPC4-AS1		0.79916173	
ENSG00000221184		0.798563	
RUVBL1-AS1		0.7976595	
ENSG00000251455		0.7975724	
MIR641		0.7963874	
USP18		0.79471403	
ENSG00000239604		0.79431176	
ENSG00000236381		0.7938398	
ENSG00000198555		0.79343325	
RPL6P4		0.79294115	
ENSG00000254485		0.7898555	
LAMA1		0.7895333	
ZNF404		0.7889023	
NSUN5P2		0.78823936	
ENSG00000230953		0.78800184	
ENSG00000256894		0.7878945	
SLC51B		0.7869824	
ANKRD20A11P		0.7858641	
CCDC144BP		0.78527445	
SYT9		0.7852176	
ENSG00000248356		0.78468263	
LOC105374328		0.7835514	
EML4-AS1		0.7830509	
EEF1B2P7		0.7802067	
ENSG00000203508		0.7797509	
SPMIP8		0.77926373	
CP		0.7786979	
ENSG00000226578		0.77860487	
ENSG00000245856		0.7782528	
ENSG00000251541		0.7774841	
HMGB1P41		0.7755586	
RPL21P54		0.7754527	
ARHGEF38		0.7721816	
BIN2P2		0.7719578	
ENSG00000197049		0.771251	
TOMM22-DT		0.7710187	
ENSG00000253392		0.7695842	
SNORD18B		0.7674999	
ABCA10		0.7667292	
PVALEF		0.7660833	
LINC01277		0.7659883	
HIGD1AP10		0.7656355	
TNR		0.76368684	
TRPC6P10		0.7636482	
PPIAP72		0.76329625	
EBAG9P1		0.75854105	
SOSTDC1		0.7583024	
SLC10A6		0.75775	
ADAM20		0.75769454	
ANO4		0.7563784	
ARMCX3-AS1		0.7563129	
ENSG00000231741		0.75615585	
RPL22P24		0.7559227	
WNT1		0.7533945	
GPR61		0.7533028	
LINC02878		0.7529942	
GTF2IP14		0.7519061	
HOATZ		0.7517705	
ENSG00000246629		0.7502558	
RPL13AP16		0.74922645	
IKBKE-AS1		0.7480366	
CD3E		0.7467664	
CRHR2		0.74402404	
ENSG00000183791		0.743652	
ZNF788P		0.74335116	
DCST1		0.7431716	
ENSG00000228925		0.7428896	
ENSG00000241528		0.742798	
TMED2-DT		0.7422083	
ENSG00000243696		0.74190587	
IGSF23		0.7399014	
FCGR2B		0.7380704	
LINC02870		0.73798233	
FAF2P1		0.7378597	
ENSG00000116883		0.73704815	
KCNT2		0.7354	
ENSG00000247377		0.7340744	
HPD		0.7326374	
ENSG00000256392		0.73193854	
DAZ1		0.7316322	
SLC39A2		0.7310742	
ENSG00000254756		0.73059213	
RNA5SP315		0.73017293	
SPEM2		0.7301044	
ENSG00000255568		0.7299696	
TCAP		0.7299157	
GYS2		0.7289412	
LAMC1-AS1		0.72824186	
TLDC2		0.72780746	
SYT2-AS1		0.72502726	
MYO1H		0.7249552	
LINC02154		0.72475046	
CTAGE3P		0.72468454	
ANGPTL3		0.7237298	
LINC02228		0.7232646	
ENSG00000222894		0.722782	
LOC124900564		0.72271085	
ENSG00000226150		0.72265804	
ZMIZ1-AS1		0.72239023	
SLC35F3		0.7223042	
RPL5P6		0.721617	
ENSG00000233346		0.72113883	
SRMS		0.72073704	
DSTNP1		0.7205351	
RPL7AP63		0.72049195	
SNORD59A		0.72015905	
KRT8P8		0.7198601	
GMFBP1		0.71952784	
ECEL1P1		0.7188757	
RNU6-574P		0.7183656	
ENSG00000132139		0.7174997	
RPL7L1P17		0.71644205	
COMMD4P2		0.7137347	
TAF1A-AS1		0.71351683	
MIR429		0.7115978	
ENSG00000230149		0.7115745	
ENSG00000224409		0.7110582	
CSP2		0.70967734	
ENSG00000228554		0.709496	
RN7SKP74		0.7088395	
OR6L1P		0.70839024	
ENSG00000224079		0.70835507	
HSPB8-AS1		0.7081606	
ENSG00000251417		0.70715255	
VN1R103P		0.706606	
CROCCP5		0.7065237	
SOST		0.70643467	
SYCP3		0.70639825	
ENSG00000232019		0.7060906	
SLC40A1		0.703781	
ENSG00000184441		0.70233345	
ENSG00000235373		0.7008146	
RPS4XP22		0.7001472	
RPLP0P5		0.69989645	
TMEM178A		0.6996136	
ENSG00000231485		0.69960004	
ACTA1		0.6984072	
WNT4		0.69707274	
LNC-LBCS		0.6969131	
DAZ4		0.6965014	
RPL5P18		0.6961	
SRIP3		0.69600266	
ZNF541		0.6959501	
ENSG00000211683		0.69565177	
ENSG00000238274		0.69439363	
GOLGA8A		0.69432336	
HMGN1P37		0.69352365	
PLPP2		0.6929492	
GRIK1-AS1		0.6921621	
ADCY10P1		0.691711	
ENSG00000232545		0.6916171	
RBM38-AS1		0.6900771	
PPP1R15B-AS1		0.6894584	
KIAA1191P3		0.6894186	
DUTP5		0.6886006	
DRC1		0.6872543	
ENSG00000256240		0.6872079	
CDO1		0.6866758	
IGSF9		0.6866528	
SLC9A9		0.68545455	
SCTR		0.68535626	
CHRFAM7A		0.68529546	
PTGES3P3		0.68480206	
PPP1R3G		0.684548	
FAM90A5		0.68355405	
ENSG00000252926		0.6832022	
RFX4		0.6830423	
ENSG00000204850		0.6825767	
CHAD		0.6816582	
ENSG00000250659		0.6801379	
ZNF682		0.6799309	
ENSG00000232257		0.67984766	
FAM222A-AS1		0.67981684	
ENSG00000223778		0.6794029	
DPY19L2P3		0.67931724	
RABGEF1P2		0.6791034	
PIK3IP1-DT		0.6766794	
TNFAIP8L3		0.6753779	
ZSWIM5P2		0.6753493	
KLHL4		0.67224795	
LMNTD2-AS1		0.67093617	
SNORD37		0.6699849	
ANK3-DT		0.66949874	
HNRNPA1P12		0.66856384	
SH3GL3		0.6684695	
RAB3A		0.66845536	
GRM2		0.6678246	
LINC02361		0.6678172	
ENSG00000235950		0.66752994	
VDAC1P3		0.6674769	
NPM1P51		0.6663713	
METTL5P2		0.6660536	
MUC12		0.664296	
GNRHR		0.6637554	
RPS6P9		0.661204	
UTY		0.66005546	
ENSG00000255812		0.6600319	
SEMA3F-AS1		0.6587991	
DNAI1		0.6569585	
ENSG00000233967		0.65601635	
UFD1-AS1		0.6554338	
RSAD2		0.65515864	
STAU2-AS1		0.6550326	
GNG13		0.6548078	
AIMP1P1		0.65433073	
ODAD2		0.65354776	
CACNA1G		0.6533009	
CYCSP34		0.65304434	
AGAP5		0.652691	
FAR2P1		0.6524806	
ENSG00000255843		0.6520501	
HLA-DRB6		0.6516212	
DYNLT3P1		0.65048355	
ESRRB		0.6501575	
SMG7-AS1		0.6500768	
CSF2		0.64974064	
ENSG00000240996		0.6479963	
ENSG00000247502		0.64714366	
OR7E91P		0.6469044	
SEMA4A		0.6462868	
ENSG00000204788		0.6451408	
ENSG00000203466		0.64503735	
GJD3		0.6447004	
ENSG00000234225		0.64456004	
GTF2H4		0.6432177	
SLCO4C1		0.6425444	
LOC100422376		0.6421659	
LINC02014		0.64183664	
CD22		0.64148456	
RNF14P1		0.641483	
HMGB1P31		0.64114803	
HMGB3P5		0.64036995	
ENSG00000250727		0.6396882	
ENSG00000235359		0.6388324	
ENSG00000244560		0.6374479	
ENSG00000224489		0.6373946	
TRIM66		0.6370087	
RPL29P11		0.6367438	
CALCR		0.6364036	
LIMS3		0.6353109	
CPLX4		0.63465434	
ENSG00000247925		0.6342066	
NRTN		0.6341778	
ENSG00000213283		0.6335265	
HTR5BP		0.6323778	
ENSG00000255950		0.6318512	
ZNF248-AS1		0.6304126	
ASGR2		0.6300095	
C1QL4		0.629458	
TSPY9		0.6291052	
RPL18AP1		0.627914	
LOC105370792		0.6273998	
EPCIP-AS1		0.62494224	
ENSG00000254374		0.6227472	
COL2A1		0.6221806	
EXTL3-AS1		0.62128484	
SIAH3		0.6208238	
ENSG00000214265		0.6199745	
DSCAM		0.61934495	
PKN2-AS1		0.6178454	
MIR29B2CHG		0.6175769	
ERAP2		0.6170374	
CDC25A		0.6169844	
HILPDA-AS1		0.6168976	
SAPCD1-AS1		0.6168352	
ENSG00000239906		0.61677873	
KIF1A		0.6167329	
ENSG00000225946		0.61664265	
ENSG00000235100		0.6163015	
PRR15L		0.6160624	
XPNPEP2		0.6159403	
ZNF431		0.61578786	
HIGD1B		0.61554754	
THAP9-AS1		0.61515135	
UBAC2-AS1		0.6129024	
RASGEF1B		0.6127	
ENSG00000219391		0.61264604	
CTTNBP2		0.61264414	
TMEM266		0.6120708	
RAD1P1		0.61153483	
PCDHGA12		0.61120564	
ENSG00000257001		0.60963655	
U2SURPP1		0.60953593	
GOLGA8UP		0.6094484	
EMSLR		0.6088281	
UBA52P6		0.6086133	
BCAN-AS2		0.60683703	
DKK2		0.60549206	
ENSG00000256250		0.60542905	
ENSG00000229886		0.604785	
ENSG00000224956		0.6039145	
ZDHHC11		0.60375166	
IVL		0.6016357	
PCDHB3		0.60108185	
VCX3B		0.599924	
FER1L4		0.59844804	
SEMA3B-AS1		0.5982961	
NSUN5P1		0.5980338	
ELL3		0.59780246	
SCARNA13		0.5965189	
HMGN1P4		0.5961841	
LOC100506235		0.59595734	
MIP		0.59522593	
RNU6-885P		0.5949086	
ENSG00000243628		0.59484535	
NDUFAF4P2		0.59454983	
CADM2		0.5922771	
DCAF4L1		0.5915541	
CDKN2AIPNLP1		0.59112746	
RN7SL263P		0.5904354	
LOC100421160		0.5896362	
RNA5SP18		0.5892269	
FADS6		0.589149	
MIR598		0.58906937	
LOC105377203		0.5887203	
CYP3A7		0.5883528	
GCGR		0.5880267	
ENSG00000176057		0.58772933	
TMEM150C		0.5877235	
RORB		0.5876284	
ENSG00000235121		0.5873242	
ENSG00000256623		0.5854149	
CSNK1A1P1		0.5853105	
GCNT7		0.58515036	
GOLGA8CP		0.5846518	
ENSG00000236772		0.5845407	
RNU2-7P		0.5844758	
SNORD116-1		0.5838828	
OTX1		0.58292043	
ENSG00000234936		0.5828584	
ENSG00000228037		0.5823123	
ENSG00000256716		0.5818819	
PDE4DIPP6		0.58187693	
SLC9A3		0.58175945	
ENSG00000256885		0.5813719	
RPS27AP20		0.5811036	
ENSG00000231603		0.58096415	
PNMT		0.57954794	
MAG		0.57934856	
DDT		0.5792453	
AARSD1P1		0.57903576	
OR7E29P		0.57882494	
ABCA12		0.5785523	
FAM66D		0.57745755	
PMS2P12		0.57716745	
NRN1		0.57710075	
RPL7P57		0.5763345	
ENSG00000200837		0.57624876	
ENSG00000255459		0.5760882	
EPS15-AS1		0.57363737	
FSD1		0.57352835	
ENSG00000255366		0.57287127	
HK2		0.57272017	
PRKAG2-AS1		0.5726483	
MATR3P1		0.5722914	
SEC31B		0.57216793	
NAPSB		0.57086045	
ZRANB2-AS1		0.5700524	
SLIRP-OT1		0.5696025	
ENSG00000213959		0.569388	
PLPPR3		0.56851673	
NXF5		0.56840086	
HAUS6P1		0.56797963	
RRAGC-DT		0.56787294	
GPR37L1		0.56727123	
ENSG00000243444		0.56678593	
PSPHP1		0.5662981	
RPS27AP6		0.56554085	
GLUD1P3		0.56553054	
EOLA1-DT		0.56541175	
PTGES3P4		0.5639356	
FAM174A-DT		0.5637242	
SCD		0.5632706	
DDX3P3		0.5632044	
KANSL1L-AS1		0.5627064	
ABCA9		0.5624288	
ZNF77		0.5621612	
PAFAH1B1P1		0.56139344	
SLC16A11		0.561366	
FER1L6		0.56104016	
CNTN3		0.560801	
VSIG8		0.56030947	
CDKL4		0.5600987	
AQP4		0.5598445	
TPPP3		0.55918545	
PNMA6A		0.55890286	
FDPSP8		0.55877507	
ENSG00000232311		0.5571033	
ENSG00000238261		0.55697113	
GHRLOS		0.55645484	
ENSG00000253636		0.55605865	
TMEM9B-AS1		0.5551044	
XYLB		0.55496764	
POGLUT2P1		0.5545821	
IL36RN		0.5525951	
IFT122P2		0.55245966	
NIBAN1		0.5523974	
LOC100131779		0.5522703	
RPS27P13		0.5512001	
ENSG00000234818		0.5504177	
PLA2G4B		0.5498258	
SLC9A3-AS1		0.5495502	
TRIM2		0.5488825	
TNFRSF14-AS1		0.5488567	
VAV1		0.5488382	
CLEC4G		0.5467084	
LOC100507053		0.5467014	
POPDC1-AS1		0.54660934	
NDUFAF6		0.54645175	
FBXW10		0.545939	
FLG2		0.545485	
BRCC3P1		0.5451174	
ENSG00000255626		0.5450731	
NPEPL1		0.54497504	
ENSG00000224228		0.5449697	
RN7SKP44		0.5445688	
DAB1		0.54414624	
TMEM52B		0.54394275	
SHLD3		0.54349095	
LOC100131425		0.54293495	
ACOXL		0.54235154	
CCDC28B		0.5415646	
CDRT4		0.5410343	
ENSG00000225445		0.54005843	
TMEM37		0.53978413	
IFITM3P1		0.53903157	
SMG1P1		0.5387516	
KCNIP1		0.5383308	
RNY4P10		0.53784996	
PLXNB3-AS1		0.53780967	
ENSG00000182368		0.5363364	
ENSG00000230612		0.5359771	
ENSG00000240007		0.5351468	
CCDC183-AS1		0.534641	
KRT16		0.5340264	
TDH		0.53364146	
ENSG00000251534		0.5331896	
GNG8		0.5324499	
ENSG00000246432		0.5309195	
PCDHB15		0.5292562	
FAM153A		0.5291529	
GPM6A		0.5282969	
ENSG00000253330		0.5281424	
ENSG00000239368		0.5278614	
RPS20P4		0.5267507	
GRK5-IT1		0.5265646	
MHENCR		0.52649266	
ENSG00000249258		0.52642757	
LOC105377329		0.5260869	
PHB1P5		0.52588516	
SRP14P3		0.5256472	
DENRP4		0.5255953	
HOXA3		0.5252339	
PPP1R2P6		0.5248946	
ABCA6		0.524734	
SELENOKP3		0.5244739	
ENSG00000253518		0.52418685	
NPIPA5		0.5235865	
ARF4P3		0.52309984	
IVNS1ABP		0.5230512	
LHB		0.5230064	
IZUMO4		0.52282566	
RBP2		0.52268124	
ENSG00000235331		0.52241725	
GABBR1		0.5221048	
TENM2		0.52189785	
SMIM11P1		0.52158886	
RPL7AP10		0.5208243	
OR2C1		0.52078927	
CENPU		0.52075213	
ERP27		0.52032304	
SEC14L6		0.5195801	
CCDC168		0.5192959	
CICP7		0.5191422	
ACVR1C		0.5191294	
ENSG00000252192		0.5186251	
ENSG00000247934		0.51807135	
ENSG00000255736		0.5178937	
AMZ2P2		0.5173107	
KBTBD12		0.5168453	
FOXI2		0.51680696	
SYNM		0.5167222	
ENSG00000249428		0.515924	
PKD2L2		0.5155472	
LNX1-AS2		0.5155261	
JMJD7-PLA2G4B		0.5155197	
ENSG00000230812		0.5151414	
